data,Somalia,jowhar,hargeysa,buuhoodle,burco,sheikh,caynabo,laas_caanood,owdweyne,ceel_afweyn,xudun,ceerigaabo,laasqoray,bossaso,xamar_weyne,qardho,garowe,burtinle,gaalkacyo,galdogob,hobyo,dhuusamarreeb,cabudwaaq,cadaado,belet_weyne,waaberi,boondheere,marka,afgooye,hodan,wanla_weyn,baidoa,diinsoor,xudur,ceel_barde,waajid,garbahaarey,baardheere,ceel_waaq,doolow,belet_xaawo,luuq,kismayo,afmadow,lughaye,zeylac,dharkenley,daynile,hawl_wadaag,kahda,baki,borama,berbera,gebiley,cabdlcasiis,karaan,shibis,shangaani,wadajir,wardhiigleey,xamar_jabjab,yaaqshiid
snfi_nc_index7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87.6,50,6.67,61.54,92.86,66.67,75,15.38,72.73,100,87.5,0,21.43,72.5,40,22.22,64.71,25,80.88,33.33,100,16.67,50,66.67,85.23,70,0,100,70.15,88.71,100,95.76,100,100,50,100,100,75,100,0,0,90,85.52,84.62,80,75,72.73,100,94.74,99.4,87.5,71.43,88.89,50,61.54,100,25,0,100,83.33,50,100
0,12.4,50,93.33,38.46,7.14,33.33,25,84.62,27.27,0,12.5,100,78.57,27.5,60,77.78,35.29,75,19.12,66.67,0,83.33,50,33.33,14.77,30,100,0,29.85,11.29,0,4.24,0,0,50,0,0,25,0,100,100,10,14.48,15.38,20,25,27.27,0,5.26,0.6,12.5,28.57,11.11,50,38.46,0,75,100,0,16.67,50,0
snfi_nc_index8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,79.55,69.23,93.33,100,90.91,100,100,100,100,100,100,100,NA,85.42,66.67,60,100,100,100,100,NA,100,100,80,26.03,50,100,100,53.33,54.35,NA,84.05,91.67,100,NA,100,100,100,100,100,100,100,93.94,12.5,100,50,85.71,77.22,80,92.13,80,100,100,100,100,50,100,100,66.67,71.43,66.67,0
1,20.45,30.77,6.67,0,9.09,0,0,0,0,0,0,0,NA,14.58,33.33,40,0,0,0,0,NA,0,0,20,73.97,50,0,0,46.67,45.65,NA,15.95,8.33,0,NA,0,0,0,0,0,0,0,6.06,87.5,0,50,14.29,22.78,20,7.87,20,0,0,0,0,50,0,0,33.33,28.57,33.33,100
snfi_nc_index9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,85.59,93.44,88,93.75,80,87.5,100,88.89,100,87.5,100,77.78,100,45.83,83.33,91.67,51.85,100,88.64,100,66.67,100,100,80,96.63,83.33,100,71.43,94.67,90.28,75,80.17,100,100,100,100,75,50,66.67,100,100,83.33,76.84,55.56,100,100,70.83,90.73,89.47,91.02,87.5,90,100,75,100,100,75,85.71,73.68,100,33.33,100
1,14.41,6.56,12,6.25,20,12.5,0,11.11,0,12.5,0,22.22,0,54.17,16.67,8.33,48.15,0,11.36,0,33.33,0,0,20,3.37,16.67,0,28.57,5.33,9.72,25,19.83,0,0,0,0,25,50,33.33,0,0,16.67,23.16,44.44,0,0,29.17,9.27,10.53,8.98,12.5,10,0,25,0,0,25,14.29,26.32,0,66.67,0
wash_index1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,82.38,82.35,90.48,23.08,76.92,33.33,50,66.67,23.53,0,33.33,33.33,57.14,26.83,100,87.5,100,100,98.53,80,0,100,100,100,44.58,85.71,100,28.57,60,95,100,79.15,0,0,100,0,0,75,0,100,14.29,77.78,90.38,90.91,71.43,100,100,97.9,100,100,37.5,100,11.11,100,100,50,100,100,100,100,100,100
2,12.78,13.73,9.52,7.69,7.69,16.67,0,5.56,23.53,60,16.67,50,7.14,63.41,0,12.5,0,0,1.47,0,0,0,0,0,50.6,14.29,0,42.86,26.15,5,0,16.33,100,100,0,100,75,25,0,0,85.71,22.22,9.62,9.09,21.43,0,0,2.1,0,0,62.5,0,22.22,0,0,50,0,0,0,0,0,0
3,4.84,3.92,0,69.23,15.38,50,50,27.78,52.94,40,50,16.67,35.71,9.76,0,0,0,0,0,20,100,0,0,0,4.82,0,0,28.57,13.85,0,0,4.52,0,0,0,0,25,0,100,0,0,0,0,0,7.14,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0
wash_index2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,37.93,42.19,62.5,7.14,80,12.5,75,50,88.89,0,55.56,88.89,20,56.25,42.86,33.33,26.09,25,46.59,20,33.33,90,25,40,36.84,25,25,0,41.77,11.27,20,41.74,91.67,0,25,50,66.67,25,66.67,0,12.5,15.38,15.72,27.78,21.05,0,33.33,39.26,26.32,42.34,12.5,0,10,25,16.67,50,0,14.29,36.84,45.45,50,66.67
3,35.42,32.81,25,71.43,13.33,37.5,12.5,16.67,11.11,50,11.11,11.11,73.33,39.58,28.57,8.33,30.43,0,37.5,60,0,10,37.5,60,17.54,25,0,33.33,10.13,43.66,20,43.61,8.33,88.89,25,33.33,33.33,25,33.33,100,75,15.38,50.31,66.67,57.89,20,41.67,36.3,36.84,20.42,12.5,50,70,25,38.89,0,25,28.57,63.16,0,0,33.33
2,15.93,6.25,8.33,21.43,6.67,37.5,12.5,16.67,0,50,33.33,0,6.67,4.17,28.57,8.33,34.78,25,10.23,0,33.33,0,37.5,0,19.3,25,0,50,31.65,29.58,60,10.9,0,11.11,50,16.67,0,0,0,0,12.5,7.69,15.09,5.56,10.53,80,20.83,15.31,0,21.92,62.5,40,10,25,16.67,0,0,42.86,0,36.36,50,0
1,10.71,18.75,4.17,0,0,12.5,0,16.67,0,0,0,0,0,0,0,50,8.7,50,5.68,20,33.33,0,0,0,26.32,25,75,16.67,16.46,15.49,0,3.75,0,0,0,0,0,50,0,0,0,61.54,18.87,0,10.53,0,4.17,9.14,36.84,15.32,12.5,10,10,25,27.78,50,75,14.29,0,18.18,0,0
wash_index3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,56.25,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,11.11,57.14,NA,100,NA,NA,NA,NA,100,100,100,NA,NA,50,100,0,35.29,75,NA,NA,100,NA,NA,NA,NA,NA,NA,0,90.91,NA,NA,NA,85.71,NA,NA,NA,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,33.33,33.33,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,88.89,28.57,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,50,0,100,64.71,0,NA,NA,0,NA,NA,NA,NA,NA,NA,66.67,0,NA,NA,NA,14.29,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2,8.33,16.67,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,25,NA,NA,0,NA,NA,NA,NA,NA,NA,33.33,0,NA,NA,NA,0,NA,NA,NA,50,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
4,2.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,14.29,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,9.09,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
wash_nc_index1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,81.9,60.34,100,100,100,80,100,100,100,57.14,100,83.33,100,97.44,66.67,100,87.5,100,100,66.67,100,100,85.71,100,67.69,100,100,100,100,94.44,66.67,72.14,100,100,0,0,100,100,100,100,100,44.44,61.49,30.77,100,100,86.96,88.18,70.59,84.4,100,100,100,75,100,50,100,71.43,60,100,66.67,50
1,18.1,39.66,0,0,0,20,0,0,0,42.86,0,16.67,0,2.56,33.33,0,12.5,0,0,33.33,0,0,14.29,0,32.31,0,0,0,0,5.56,33.33,27.86,0,0,100,100,0,0,0,0,0,55.56,38.51,69.23,0,0,13.04,11.82,29.41,15.6,0,0,0,25,0,50,0,28.57,40,0,33.33,50
wash_nc_index2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,98.86,95,100,100,92.31,100,100,100,100,100,100,100,77.78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.57,100,98.63,100,100,100,100,100,100,100,100,100,100,97.99,76.92,100,100,100,99.15,100,99.64,100,100,100,100,100,100,100,100,100,100,100,100
1,1.14,5,0,0,7.69,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,1.37,0,0,0,0,0,0,0,0,0,0,2.01,23.08,0,0,0,0.85,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0
wash_nc_index3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99.78,100,100,100,100,100,100,100,100,100,100,100,100,93.94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.68,100,100,66.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.22,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wash_nc_index4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,74.11,63.79,85,100,78.57,62.5,100,78.57,53.33,14.29,100,87.5,87.5,100,80,100,76.19,100,94.87,100,100,100,100,20,63.1,70,100,100,94.92,50,100,84.34,100,100,NA,100,66.67,33.33,100,0,100,33.33,70.45,50,84.62,100,90,71.77,47.06,56.79,100,33.33,87.5,25,72.22,100,100,28.57,82.35,33.33,100,66.67
0,25.89,36.21,15,0,21.43,37.5,0,21.43,46.67,85.71,0,12.5,12.5,0,20,0,23.81,0,5.13,0,0,0,0,80,36.9,30,0,0,5.08,50,0,15.66,0,0,NA,0,33.33,66.67,0,100,0,66.67,29.55,50,15.38,0,10,28.23,52.94,43.21,0,66.67,12.5,75,27.78,0,0,71.43,17.65,66.67,0,33.33
wash_nc_index5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99.78,100,100,100,100,100,100,100,100,100,100,100,100,93.94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.68,100,100,66.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.22,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wash_nc_index6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,73.66,81.63,53.85,15.38,45.45,33.33,33.33,40,23.53,0,20,33.33,8.33,25,100,83.33,100,100,96.77,80,0,100,100,100,34.72,85.71,100,28.57,47.46,92.31,100,69.39,0,0,66.67,0,0,66.67,0,100,14.29,62.5,85.83,75,38.46,50,100,92.8,100,93.33,14.29,75,10,100,100,50,100,100,100,100,100,100
1,26.34,18.37,46.15,84.62,54.55,66.67,66.67,60,76.47,100,80,66.67,91.67,75,0,16.67,0,0,3.23,20,100,0,0,0,65.28,14.29,0,71.43,52.54,7.69,0,30.61,100,100,33.33,100,100,33.33,100,0,85.71,37.5,14.17,25,61.54,50,0,7.2,0,6.67,85.71,25,90,0,0,50,0,0,0,0,0,0
health_index1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81.18,91.23,63.64,57.14,71.43,100,60,75,66.67,37.5,100,66.67,0,95.65,100,100,100,NA,44.23,100,100,100,0,60,78.67,100,100,100,60,91.67,60,87.71,100,100,75,100,50,100,100,100,100,60,93.48,64.29,46.15,66.67,77.27,76.38,100,81.35,20,40,28.57,100,100,0,100,100,100,100,100,100
4,18.82,8.77,36.36,42.86,28.57,0,40,25,33.33,62.5,0,33.33,100,4.35,0,0,0,NA,55.77,0,0,0,100,40,21.33,0,0,0,40,8.33,40,12.29,0,0,25,0,50,0,0,0,0,40,6.52,35.71,53.85,33.33,22.73,23.62,0,18.65,80,60,71.43,0,0,100,0,0,0,0,0,0
health_index2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,64.46,60.87,48,75,93.33,50,87.5,55.56,11.11,62.5,66.67,100,60,72.92,71.43,75,66.67,100,79.55,80,100,100,100,100,69.57,41.67,25,14.29,86.08,33.78,66.67,66.89,100,55.56,0,66.67,75,100,66.67,100,100,84.62,63.74,50,89.47,40,55.56,65.75,52.38,60.12,50,30,10,0,50,0,25,71.43,31.58,63.64,100,66.67
3,21.8,27.54,24,12.5,0,12.5,12.5,33.33,50,37.5,11.11,0,26.67,27.08,14.29,25,18.52,0,5.68,20,0,0,0,0,18.48,8.33,25,28.57,12.66,33.78,0,22.92,0,33.33,50,33.33,0,0,33.33,0,0,7.69,26.92,16.67,5.26,60,33.33,18.85,33.33,22.83,50,40,10,0,27.78,50,25,28.57,68.42,27.27,0,33.33
2,10.56,7.25,20,12.5,0,12.5,0,11.11,27.78,0,11.11,0,13.33,0,14.29,0,14.81,0,9.09,0,0,0,0,0,6.52,50,50,57.14,0,29.73,16.67,9.17,0,11.11,50,0,0,0,0,0,0,7.69,9.34,11.11,0,0,11.11,11.03,14.29,13.29,0,20,20,50,11.11,50,50,0,0,9.09,0,0
1,3.18,4.35,8,0,6.67,25,0,0,11.11,0,11.11,0,0,0,0,0,0,0,5.68,0,0,0,0,0,5.43,0,0,0,1.27,2.7,16.67,1.02,0,0,0,0,25,0,0,0,0,0,0,22.22,5.26,0,0,4.37,0,3.76,0,10,60,50,11.11,0,0,0,0,0,0,0
health_index3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,46.59,57.14,47.37,15.38,10,40,0,25,41.67,33.33,0,60,21.43,41.38,83.33,33.33,59.09,25,13.7,0,NA,0,0,25,43.48,50,50,28.57,18.46,36.07,100,55.69,12.5,100,50,33.33,0,66.67,100,100,83.33,50,63.82,73.33,37.5,66.67,39.13,45.29,40,51.81,33.33,0,42.86,0,26.67,0,0,57.14,52.94,37.5,33.33,80
3,33.8,31.75,31.58,76.92,30,60,100,41.67,25,33.33,0,20,21.43,58.62,16.67,66.67,40.91,50,60.27,0,NA,71.43,71.43,75,49.28,33.33,50,14.29,40,40.98,0,28.67,12.5,0,50,66.67,100,0,0,0,16.67,33.33,25.66,26.67,25,33.33,43.48,34.71,46.67,23.19,66.67,28.57,14.29,0,46.67,100,100,28.57,41.18,62.5,0,20
1,11.04,11.11,21.05,0,0,0,0,0,16.67,16.67,0,20,0,0,0,0,0,25,13.7,0,NA,0,0,0,4.35,16.67,0,57.14,7.69,16.39,0,15.17,0,0,0,0,0,33.33,0,0,0,16.67,9.87,0,6.25,0,13.04,12.35,13.33,7.25,0,71.43,28.57,100,13.33,0,0,14.29,5.88,0,66.67,0
4,8.57,0,0,7.69,60,0,0,33.33,16.67,16.67,100,0,57.14,0,0,0,0,0,12.33,100,NA,28.57,28.57,0,2.9,0,0,0,33.85,6.56,0,0.47,75,0,0,0,0,0,0,0,0,0,0.66,0,31.25,0,4.35,7.65,0,17.75,0,0,14.29,0,13.33,0,0,0,0,0,0,0
health_nc_index1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,85.89,87.3,83.33,56.25,66.67,87.5,87.5,72.22,77.78,100,44.44,55.56,20,87.5,57.14,66.67,59.26,0,59.76,80,100,10,12.5,100,96.67,91.67,75,85.71,57.14,88.41,100,93.04,100,100,100,100,75,100,100,100,87.5,100,91.71,94.44,84.21,80,100,88.6,95.24,89.25,100,70,80,100,52.94,100,25,100,94.74,81.82,100,100
1,14.11,12.7,16.67,43.75,33.33,12.5,12.5,27.78,22.22,0,55.56,44.44,80,12.5,42.86,33.33,40.74,100,40.24,20,0,90,87.5,0,3.33,8.33,25,14.29,42.86,11.59,0,6.96,0,0,0,0,25,0,0,0,12.5,0,8.29,5.56,15.79,20,0,11.4,4.76,10.75,0,30,20,0,47.06,0,75,0,5.26,18.18,0,0
health_nc_index2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,75.82,83.87,80,56.25,93.33,100,87.5,94.44,77.78,100,88.89,88.89,53.33,79.17,85.71,91.67,70.37,0,59.09,80,100,40,25,100,53.85,91.67,75,85.71,49.37,85.14,66.67,90.97,100,100,100,100,75,100,100,100,87.5,100,85.71,94.44,84.21,80,100,73.3,100,49.42,100,60,70,100,61.11,50,75,100,84.21,90.91,100,83.33
1,24.18,16.13,20,43.75,6.67,0,12.5,5.56,22.22,0,11.11,11.11,46.67,20.83,14.29,8.33,29.63,100,40.91,20,0,60,75,0,46.15,8.33,25,14.29,50.63,14.86,33.33,9.03,0,0,0,0,25,0,0,0,12.5,0,14.29,5.56,15.79,20,0,26.7,0,50.58,0,40,30,0,38.89,50,25,0,15.79,9.09,0,16.67
health_nc_index3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,77.29,72.88,100,91.67,90.91,100,100,86.67,94.12,100,62.5,87.5,90,52.94,85.71,27.27,100,100,64.79,0,100,100,28.57,25,76,90,66.67,100,80,77.05,100,86.07,14.29,0,100,80,0,100,100,50,100,100,83.01,80,93.33,100,80.95,73.63,66.67,72.11,66.67,62.5,85.71,100,61.11,50,100,100,46.15,71.43,100,0
1,22.71,27.12,0,8.33,9.09,0,0,13.33,5.88,0,37.5,12.5,10,47.06,14.29,72.73,0,0,35.21,100,0,0,71.43,75,24,10,33.33,0,20,22.95,0,13.93,85.71,100,0,20,100,0,0,50,0,0,16.99,20,6.67,0,19.05,26.37,33.33,27.89,33.33,37.5,14.29,0,38.89,50,0,0,53.85,28.57,0,100
health_nc_index4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,94.64,95,100,100,100,100,100,100,100,100,100,100,100,96.97,100,77.78,95.65,100,100,100,100,100,100,100,93.42,100,100,100,100,93.75,100,98.73,25,100,33.33,20,100,100,100,100,100,100,90.67,50,100,100,80,94.57,83.33,94.04,100,88.89,100,100,72.22,100,100,83.33,81.25,100,100,83.33
1,5.36,5,0,0,0,0,0,0,0,0,0,0,0,3.03,0,22.22,4.35,0,0,0,0,0,0,0,6.58,0,0,0,0,6.25,0,1.27,75,0,66.67,80,0,0,0,0,0,0,9.33,50,0,0,20,5.43,16.67,5.96,0,11.11,0,0,27.78,0,0,16.67,18.75,0,0,16.67
health_nc_index5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,94.67,91.67,90.48,100,90,100,100,100,100,100,100,100,100,93.75,71.43,100,100,100,98.75,100,100,100,100,100,89.86,88.89,100,100,98.48,98.39,100,97.17,36.36,100,100,75,100,100,100,100,100,100,94.81,66.67,100,100,78.95,94.15,88.24,95.03,100,77.78,100,100,76.47,100,50,83.33,92.86,87.5,50,100
1,5.33,8.33,9.52,0,10,0,0,0,0,0,0,0,0,6.25,28.57,0,0,0,1.25,0,0,0,0,0,10.14,11.11,0,0,1.52,1.61,0,2.83,63.64,0,0,25,0,0,0,0,0,0,5.19,33.33,0,0,21.05,5.85,11.76,4.97,0,22.22,0,0,23.53,0,50,16.67,7.14,12.5,50,0
health_nc_index6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,97,93.33,90.48,100,100,100,100,100,100,100,100,100,100,97.44,100,77.78,92,100,100,100,100,100,100,100,94.87,90,100,100,100,96.92,100,98.8,50,100,100,60,100,100,100,100,100,100,96.18,100,100,100,100,96.59,94.44,97.32,100,83.33,100,100,76.47,100,100,100,93.33,87.5,100,100
1,3,6.67,9.52,0,0,0,0,0,0,0,0,0,0,2.56,0,22.22,8,0,0,0,0,0,0,0,5.13,10,0,0,0,3.08,0,1.2,50,0,0,40,0,0,0,0,0,0,3.82,0,0,0,0,3.41,5.56,2.68,0,16.67,0,0,23.53,0,0,0,6.67,12.5,0,0
health_nc_index7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,67.16,51.79,100,83.33,18.18,83.33,20,20,42.86,83.33,25,75,44.44,42.86,100,37.5,68.18,100,37.7,75,100,0,33.33,0,81.01,77.78,33.33,100,67.8,74.07,100,82.22,12.5,0,100,80,25,75,100,50,85.71,75,60.65,46.15,92.86,75,62.5,64.99,80,63.73,33.33,90,80,100,40,50,0,100,70.59,42.86,100,100
1,32.84,48.21,0,16.67,81.82,16.67,80,80,57.14,16.67,75,25,55.56,57.14,0,62.5,31.82,0,62.3,25,0,100,66.67,100,18.99,22.22,66.67,0,32.2,25.93,0,17.78,87.5,100,0,20,75,25,0,50,14.29,25,39.35,53.85,7.14,25,37.5,35.01,20,36.27,66.67,10,20,0,60,50,100,0,29.41,57.14,0,0
health_nc_index8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52.09,46.3,30,33.33,30.77,66.67,50,35.29,28.57,60,25,66.67,60,45.16,57.14,12.5,39.13,75,29.87,50,100,14.29,0,0,22.37,66.67,0,100,30.3,60.38,80,76.26,11.11,0,66.67,20,33.33,33.33,NA,50,66.67,66.67,48.65,61.54,94.12,75,57.89,48.33,61.11,50.71,37.5,77.78,33.33,100,42.86,0,33.33,50,41.67,0,66.67,60
1,47.91,53.7,70,66.67,69.23,33.33,50,64.71,71.43,40,75,33.33,40,54.84,42.86,87.5,60.87,25,70.13,50,0,85.71,100,100,77.63,33.33,100,0,69.7,39.62,20,23.74,88.89,100,33.33,80,66.67,66.67,NA,50,33.33,33.33,51.35,38.46,5.88,25,42.11,51.67,38.89,49.29,62.5,22.22,66.67,0,57.14,100,66.67,50,58.33,100,33.33,40
health_nc_index9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,88.75,83.93,100,100,100,71.43,85.71,84.62,100,100,66.67,100,100,93.02,100,33.33,80,NA,89.66,100,100,100,100,100,80.46,81.82,100,100,73.77,90,66.67,93.66,100,0,50,100,66.67,75,66.67,100,100,53.85,82.74,94.44,100,100,92.59,92.75,95,84.09,62.5,50,100,75,88.89,NA,100,100,100,100,100,100
0,11.25,16.07,0,0,0,28.57,14.29,15.38,0,0,33.33,0,0,6.98,0,66.67,20,NA,10.34,0,0,0,0,0,19.54,18.18,0,0,26.23,10,33.33,6.34,0,100,50,0,33.33,25,33.33,0,0,46.15,17.26,5.56,0,0,7.41,7.25,5,15.91,37.5,50,0,25,11.11,NA,0,0,0,0,0,0
nutrition_index1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,66.01,82.86,57.14,44.44,12.5,100,100,63.64,37.5,100,50,100,87.5,76.19,100,60,83.33,100,64,100,100,0,33.33,100,71.01,71.43,0,40,68.42,50,100,71.22,14.29,100,100,100,0,100,100,100,75,100,92.42,60,94.44,100,70.59,56.11,71.43,48.31,60,100,100,75,0,NA,0,100,90,75,66.67,100
0,22.7,14.29,28.57,0,0,0,0,9.09,62.5,0,50,0,0,4.76,0,40,11.11,0,20,0,0,0,0,0,18.84,28.57,33.33,60,7.89,38.1,0,27.32,0,0,0,0,0,0,0,0,0,0,6.06,40,0,0,23.53,29.01,14.29,30.51,20,0,0,25,62.5,NA,100,0,0,0,33.33,0
4,8.8,2.86,14.29,55.56,50,0,0,27.27,0,0,0,0,12.5,19.05,0,0,0,0,14,0,0,0,33.33,0,10.14,0,66.67,0,15.79,11.9,0,0.73,85.71,0,0,0,100,0,0,0,25,0,0,0,5.56,0,5.88,13.74,14.29,14.41,20,0,0,0,12.5,NA,0,0,10,25,0,0
5,2.49,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,5.56,0,2,0,0,100,33.33,0,0,0,0,0,7.89,0,0,0.73,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,1.15,0,6.78,0,0,0,0,25,NA,0,0,0,0,0,0
nutrition_nc_index1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,60.2,77.78,50,30.77,30,33.33,80,53.33,60,75,14.29,50,0,90,80,77.78,72,0,45.95,80,100,66.67,50,0,71.43,62.5,50,100,44.26,73.21,60,64.76,100,100,66.67,100,50,100,100,100,100,77.78,80.27,64.71,37.5,50,76.19,47.35,93.33,49.82,33.33,42.86,25,100,62.5,0,50,100,100,71.43,50,100
1,39.8,22.22,50,69.23,70,66.67,20,46.67,40,25,85.71,50,100,10,20,22.22,28,100,54.05,20,0,33.33,50,100,28.57,37.5,50,0,55.74,26.79,40,35.24,0,0,33.33,0,50,0,0,0,0,22.22,19.73,35.29,62.5,50,23.81,52.65,6.67,50.18,66.67,57.14,75,0,37.5,100,50,0,0,28.57,50,0
nutrition_nc_index2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54.17,72.46,72,62.5,33.33,62.5,75,77.78,55.56,50,55.56,0,40,22.92,28.57,100,62.96,50,85.23,20,0,0,12.5,0,52.17,75,75,71.43,87.34,87.84,66.67,37.35,8.33,100,100,16.67,25,50,0,50,50,84.62,65.93,44.44,63.16,60,29.63,54.25,42.86,58.67,75,60,40,75,77.78,100,50,42.86,36.84,36.36,33.33,33.33
1,45.83,27.54,28,37.5,66.67,37.5,25,22.22,44.44,50,44.44,100,60,77.08,71.43,0,37.04,50,14.77,80,100,100,87.5,100,47.83,25,25,28.57,12.66,12.16,33.33,62.65,91.67,0,0,83.33,75,50,100,50,50,15.38,34.07,55.56,36.84,40,70.37,45.75,57.14,41.33,25,40,60,25,22.22,0,50,57.14,63.16,63.64,66.67,66.67
fs_index1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39.06,13.56,10,0,0,16.67,0,7.14,0,0,0,40,40,41.18,28.57,100,80.77,100,15.71,100,50,0,0,0,22.37,22.22,0,83.33,53.12,75.44,0,48.03,0,12.5,0,0,0,50,0,0,0,40,14.38,43.75,20,0,57.89,44.08,81.25,44.95,0,0,0,50,64.71,0,75,71.43,50,75,33.33,66.67
