"data","Somalia","jowhar","hargeysa","buuhoodle","burco","sheikh","caynabo","laas_caanood","owdweyne","ceel_afweyn","xudun","ceerigaabo","laasqoray","bossaso","xamar_weyne","qardho","garowe","burtinle","gaalkacyo","galdogob","hobyo","dhuusamarreeb","cabudwaaq","cadaado","belet_weyne","waaberi","boondheere","marka","afgooye","hodan","wanla_weyn","baidoa","diinsoor","xudur","ceel_barde","waajid","garbahaarey","baardheere","ceel_waaq","doolow","belet_xaawo","luuq","kismayo","afmadow","lughaye","zeylac","dharkenley","daynile","hawl_wadaag","kahda","baki","borama","berbera","gebiley","cabdlcasiis","karaan","shibis","shangaani","wadajir","wardhiigleey","xamar_jabjab","yaaqshiid"
"0","25.89","36.21","15","0","21.43","37.5","0","21.43","46.67","85.71","0","12.5","12.5","0","20","0","23.81","0","5.13","0","0","0","0","80","36.9","30","0","0","5.08","50","0","15.66","0","0",NA,"0","33.33","66.67","0","100","0","66.67","29.55","50","15.38","0","10","28.23","52.94","43.21","0","66.67","12.5","75","27.78","0","0","71.43","17.65","66.67","0","33.33"
"wash_nc_index5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","99.78","100","100","100","100","100","100","100","100","100","100","100","100","93.94","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.68","100","100","66.67","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"1","0.22","0","0","0","0","0","0","0","0","0","0","0","0","6.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.32","0","0","33.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"wash_nc_index6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","73.66","81.63","53.85","15.38","45.45","33.33","33.33","40","23.53","0","20","33.33","8.33","25","100","83.33","100","100","96.77","80","0","100","100","100","34.72","85.71","100","28.57","47.46","92.31","100","69.39","0","0","66.67","0","0","66.67","0","100","14.29","62.5","85.83","75","38.46","50","100","92.8","100","93.33","14.29","75","10","100","100","50","100","100","100","100","100","100"
"1","26.34","18.37","46.15","84.62","54.55","66.67","66.67","60","76.47","100","80","66.67","91.67","75","0","16.67","0","0","3.23","20","100","0","0","0","65.28","14.29","0","71.43","52.54","7.69","0","30.61","100","100","33.33","100","100","33.33","100","0","85.71","37.5","14.17","25","61.54","50","0","7.2","0","6.67","85.71","25","90","0","0","50","0","0","0","0","0","0"
"health_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","81.18","91.23","63.64","57.14","71.43","100","60","75","66.67","37.5","100","66.67","0","95.65","100","100","100",NA,"44.23","100","100","100","0","60","78.67","100","100","100","60","91.67","60","87.71","100","100","75","100","50","100","100","100","100","60","93.48","64.29","46.15","66.67","77.27","76.38","100","81.35","20","40","28.57","100","100","0","100","100","100","100","100","100"
"4","18.82","8.77","36.36","42.86","28.57","0","40","25","33.33","62.5","0","33.33","100","4.35","0","0","0",NA,"55.77","0","0","0","100","40","21.33","0","0","0","40","8.33","40","12.29","0","0","25","0","50","0","0","0","0","40","6.52","35.71","53.85","33.33","22.73","23.62","0","18.65","80","60","71.43","0","0","100","0","0","0","0","0","0"
"health_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","64.46","60.87","48","75","93.33","50","87.5","55.56","11.11","62.5","66.67","100","60","72.92","71.43","75","66.67","100","79.55","80","100","100","100","100","69.57","41.67","25","14.29","86.08","33.78","66.67","66.89","100","55.56","0","66.67","75","100","66.67","100","100","84.62","63.74","50","89.47","40","55.56","65.75","52.38","60.12","50","30","10","0","50","0","25","71.43","31.58","63.64","100","66.67"
"3","21.8","27.54","24","12.5","0","12.5","12.5","33.33","50","37.5","11.11","0","26.67","27.08","14.29","25","18.52","0","5.68","20","0","0","0","0","18.48","8.33","25","28.57","12.66","33.78","0","22.92","0","33.33","50","33.33","0","0","33.33","0","0","7.69","26.92","16.67","5.26","60","33.33","18.85","33.33","22.83","50","40","10","0","27.78","50","25","28.57","68.42","27.27","0","33.33"
"2","10.56","7.25","20","12.5","0","12.5","0","11.11","27.78","0","11.11","0","13.33","0","14.29","0","14.81","0","9.09","0","0","0","0","0","6.52","50","50","57.14","0","29.73","16.67","9.17","0","11.11","50","0","0","0","0","0","0","7.69","9.34","11.11","0","0","11.11","11.03","14.29","13.29","0","20","20","50","11.11","50","50","0","0","9.09","0","0"
"1","3.18","4.35","8","0","6.67","25","0","0","11.11","0","11.11","0","0","0","0","0","0","0","5.68","0","0","0","0","0","5.43","0","0","0","1.27","2.7","16.67","1.02","0","0","0","0","25","0","0","0","0","0","0","22.22","5.26","0","0","4.37","0","3.76","0","10","60","50","11.11","0","0","0","0","0","0","0"
"health_index3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","46.59","57.14","47.37","15.38","10","40","0","25","41.67","33.33","0","60","21.43","41.38","83.33","33.33","59.09","25","13.7","0",NA,"0","0","25","43.48","50","50","28.57","18.46","36.07","100","55.69","12.5","100","50","33.33","0","66.67","100","100","83.33","50","63.82","73.33","37.5","66.67","39.13","45.29","40","51.81","33.33","0","42.86","0","26.67","0","0","57.14","52.94","37.5","33.33","80"
"3","33.8","31.75","31.58","76.92","30","60","100","41.67","25","33.33","0","20","21.43","58.62","16.67","66.67","40.91","50","60.27","0",NA,"71.43","71.43","75","49.28","33.33","50","14.29","40","40.98","0","28.67","12.5","0","50","66.67","100","0","0","0","16.67","33.33","25.66","26.67","25","33.33","43.48","34.71","46.67","23.19","66.67","28.57","14.29","0","46.67","100","100","28.57","41.18","62.5","0","20"
"1","11.04","11.11","21.05","0","0","0","0","0","16.67","16.67","0","20","0","0","0","0","0","25","13.7","0",NA,"0","0","0","4.35","16.67","0","57.14","7.69","16.39","0","15.17","0","0","0","0","0","33.33","0","0","0","16.67","9.87","0","6.25","0","13.04","12.35","13.33","7.25","0","71.43","28.57","100","13.33","0","0","14.29","5.88","0","66.67","0"
"4","8.57","0","0","7.69","60","0","0","33.33","16.67","16.67","100","0","57.14","0","0","0","0","0","12.33","100",NA,"28.57","28.57","0","2.9","0","0","0","33.85","6.56","0","0.47","75","0","0","0","0","0","0","0","0","0","0.66","0","31.25","0","4.35","7.65","0","17.75","0","0","14.29","0","13.33","0","0","0","0","0","0","0"
"health_nc_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85.89","87.3","83.33","56.25","66.67","87.5","87.5","72.22","77.78","100","44.44","55.56","20","87.5","57.14","66.67","59.26","0","59.76","80","100","10","12.5","100","96.67","91.67","75","85.71","57.14","88.41","100","93.04","100","100","100","100","75","100","100","100","87.5","100","91.71","94.44","84.21","80","100","88.6","95.24","89.25","100","70","80","100","52.94","100","25","100","94.74","81.82","100","100"
"1","14.11","12.7","16.67","43.75","33.33","12.5","12.5","27.78","22.22","0","55.56","44.44","80","12.5","42.86","33.33","40.74","100","40.24","20","0","90","87.5","0","3.33","8.33","25","14.29","42.86","11.59","0","6.96","0","0","0","0","25","0","0","0","12.5","0","8.29","5.56","15.79","20","0","11.4","4.76","10.75","0","30","20","0","47.06","0","75","0","5.26","18.18","0","0"
"health_nc_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","75.82","83.87","80","56.25","93.33","100","87.5","94.44","77.78","100","88.89","88.89","53.33","79.17","85.71","91.67","70.37","0","59.09","80","100","40","25","100","53.85","91.67","75","85.71","49.37","85.14","66.67","90.97","100","100","100","100","75","100","100","100","87.5","100","85.71","94.44","84.21","80","100","73.3","100","49.42","100","60","70","100","61.11","50","75","100","84.21","90.91","100","83.33"
"1","24.18","16.13","20","43.75","6.67","0","12.5","5.56","22.22","0","11.11","11.11","46.67","20.83","14.29","8.33","29.63","100","40.91","20","0","60","75","0","46.15","8.33","25","14.29","50.63","14.86","33.33","9.03","0","0","0","0","25","0","0","0","12.5","0","14.29","5.56","15.79","20","0","26.7","0","50.58","0","40","30","0","38.89","50","25","0","15.79","9.09","0","16.67"
"health_nc_index3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","77.29","72.88","100","91.67","90.91","100","100","86.67","94.12","100","62.5","87.5","90","52.94","85.71","27.27","100","100","64.79","0","100","100","28.57","25","76","90","66.67","100","80","77.05","100","86.07","14.29","0","100","80","0","100","100","50","100","100","83.01","80","93.33","100","80.95","73.63","66.67","72.11","66.67","62.5","85.71","100","61.11","50","100","100","46.15","71.43","100","0"
"1","22.71","27.12","0","8.33","9.09","0","0","13.33","5.88","0","37.5","12.5","10","47.06","14.29","72.73","0","0","35.21","100","0","0","71.43","75","24","10","33.33","0","20","22.95","0","13.93","85.71","100","0","20","100","0","0","50","0","0","16.99","20","6.67","0","19.05","26.37","33.33","27.89","33.33","37.5","14.29","0","38.89","50","0","0","53.85","28.57","0","100"
"health_nc_index4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","94.64","95","100","100","100","100","100","100","100","100","100","100","100","96.97","100","77.78","95.65","100","100","100","100","100","100","100","93.42","100","100","100","100","93.75","100","98.73","25","100","33.33","20","100","100","100","100","100","100","90.67","50","100","100","80","94.57","83.33","94.04","100","88.89","100","100","72.22","100","100","83.33","81.25","100","100","83.33"
"1","5.36","5","0","0","0","0","0","0","0","0","0","0","0","3.03","0","22.22","4.35","0","0","0","0","0","0","0","6.58","0","0","0","0","6.25","0","1.27","75","0","66.67","80","0","0","0","0","0","0","9.33","50","0","0","20","5.43","16.67","5.96","0","11.11","0","0","27.78","0","0","16.67","18.75","0","0","16.67"
"health_nc_index5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","94.67","91.67","90.48","100","90","100","100","100","100","100","100","100","100","93.75","71.43","100","100","100","98.75","100","100","100","100","100","89.86","88.89","100","100","98.48","98.39","100","97.17","36.36","100","100","75","100","100","100","100","100","100","94.81","66.67","100","100","78.95","94.15","88.24","95.03","100","77.78","100","100","76.47","100","50","83.33","92.86","87.5","50","100"
"1","5.33","8.33","9.52","0","10","0","0","0","0","0","0","0","0","6.25","28.57","0","0","0","1.25","0","0","0","0","0","10.14","11.11","0","0","1.52","1.61","0","2.83","63.64","0","0","25","0","0","0","0","0","0","5.19","33.33","0","0","21.05","5.85","11.76","4.97","0","22.22","0","0","23.53","0","50","16.67","7.14","12.5","50","0"
"health_nc_index6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","97","93.33","90.48","100","100","100","100","100","100","100","100","100","100","97.44","100","77.78","92","100","100","100","100","100","100","100","94.87","90","100","100","100","96.92","100","98.8","50","100","100","60","100","100","100","100","100","100","96.18","100","100","100","100","96.59","94.44","97.32","100","83.33","100","100","76.47","100","100","100","93.33","87.5","100","100"
"1","3","6.67","9.52","0","0","0","0","0","0","0","0","0","0","2.56","0","22.22","8","0","0","0","0","0","0","0","5.13","10","0","0","0","3.08","0","1.2","50","0","0","40","0","0","0","0","0","0","3.82","0","0","0","0","3.41","5.56","2.68","0","16.67","0","0","23.53","0","0","0","6.67","12.5","0","0"
"health_nc_index7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","67.16","51.79","100","83.33","18.18","83.33","20","20","42.86","83.33","25","75","44.44","42.86","100","37.5","68.18","100","37.7","75","100","0","33.33","0","81.01","77.78","33.33","100","67.8","74.07","100","82.22","12.5","0","100","80","25","75","100","50","85.71","75","60.65","46.15","92.86","75","62.5","64.99","80","63.73","33.33","90","80","100","40","50","0","100","70.59","42.86","100","100"
"1","32.84","48.21","0","16.67","81.82","16.67","80","80","57.14","16.67","75","25","55.56","57.14","0","62.5","31.82","0","62.3","25","0","100","66.67","100","18.99","22.22","66.67","0","32.2","25.93","0","17.78","87.5","100","0","20","75","25","0","50","14.29","25","39.35","53.85","7.14","25","37.5","35.01","20","36.27","66.67","10","20","0","60","50","100","0","29.41","57.14","0","0"
"health_nc_index8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","52.09","46.3","30","33.33","30.77","66.67","50","35.29","28.57","60","25","66.67","60","45.16","57.14","12.5","39.13","75","29.87","50","100","14.29","0","0","22.37","66.67","0","100","30.3","60.38","80","76.26","11.11","0","66.67","20","33.33","33.33",NA,"50","66.67","66.67","48.65","61.54","94.12","75","57.89","48.33","61.11","50.71","37.5","77.78","33.33","100","42.86","0","33.33","50","41.67","0","66.67","60"
"1","47.91","53.7","70","66.67","69.23","33.33","50","64.71","71.43","40","75","33.33","40","54.84","42.86","87.5","60.87","25","70.13","50","0","85.71","100","100","77.63","33.33","100","0","69.7","39.62","20","23.74","88.89","100","33.33","80","66.67","66.67",NA,"50","33.33","33.33","51.35","38.46","5.88","25","42.11","51.67","38.89","49.29","62.5","22.22","66.67","0","57.14","100","66.67","50","58.33","100","33.33","40"
"health_nc_index9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","88.75","83.93","100","100","100","71.43","85.71","84.62","100","100","66.67","100","100","93.02","100","33.33","80",NA,"89.66","100","100","100","100","100","80.46","81.82","100","100","73.77","90","66.67","93.66","100","0","50","100","66.67","75","66.67","100","100","53.85","82.74","94.44","100","100","92.59","92.75","95","84.09","62.5","50","100","75","88.89",NA,"100","100","100","100","100","100"
"0","11.25","16.07","0","0","0","28.57","14.29","15.38","0","0","33.33","0","0","6.98","0","66.67","20",NA,"10.34","0","0","0","0","0","19.54","18.18","0","0","26.23","10","33.33","6.34","0","100","50","0","33.33","25","33.33","0","0","46.15","17.26","5.56","0","0","7.41","7.25","5","15.91","37.5","50","0","25","11.11",NA,"0","0","0","0","0","0"
"nutrition_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","66.01","82.86","57.14","44.44","12.5","100","100","63.64","37.5","100","50","100","87.5","76.19","100","60","83.33","100","64","100","100","0","33.33","100","71.01","71.43","0","40","68.42","50","100","71.22","14.29","100","100","100","0","100","100","100","75","100","92.42","60","94.44","100","70.59","56.11","71.43","48.31","60","100","100","75","0",NA,"0","100","90","75","66.67","100"
"0","22.7","14.29","28.57","0","0","0","0","9.09","62.5","0","50","0","0","4.76","0","40","11.11","0","20","0","0","0","0","0","18.84","28.57","33.33","60","7.89","38.1","0","27.32","0","0","0","0","0","0","0","0","0","0","6.06","40","0","0","23.53","29.01","14.29","30.51","20","0","0","25","62.5",NA,"100","0","0","0","33.33","0"
"4","8.8","2.86","14.29","55.56","50","0","0","27.27","0","0","0","0","12.5","19.05","0","0","0","0","14","0","0","0","33.33","0","10.14","0","66.67","0","15.79","11.9","0","0.73","85.71","0","0","0","100","0","0","0","25","0","0","0","5.56","0","5.88","13.74","14.29","14.41","20","0","0","0","12.5",NA,"0","0","10","25","0","0"
"5","2.49","0","0","0","37.5","0","0","0","0","0","0","0","0","0","0","0","5.56","0","2","0","0","100","33.33","0","0","0","0","0","7.89","0","0","0.73","0","0","0","0","0","0","0","0","0","0","1.52","0","0","0","0","1.15","0","6.78","0","0","0","0","25",NA,"0","0","0","0","0","0"
"nutrition_nc_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","60.2","77.78","50","30.77","30","33.33","80","53.33","60","75","14.29","50","0","90","80","77.78","72","0","45.95","80","100","66.67","50","0","71.43","62.5","50","100","44.26","73.21","60","64.76","100","100","66.67","100","50","100","100","100","100","77.78","80.27","64.71","37.5","50","76.19","47.35","93.33","49.82","33.33","42.86","25","100","62.5","0","50","100","100","71.43","50","100"
"1","39.8","22.22","50","69.23","70","66.67","20","46.67","40","25","85.71","50","100","10","20","22.22","28","100","54.05","20","0","33.33","50","100","28.57","37.5","50","0","55.74","26.79","40","35.24","0","0","33.33","0","50","0","0","0","0","22.22","19.73","35.29","62.5","50","23.81","52.65","6.67","50.18","66.67","57.14","75","0","37.5","100","50","0","0","28.57","50","0"
"nutrition_nc_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","54.17","72.46","72","62.5","33.33","62.5","75","77.78","55.56","50","55.56","0","40","22.92","28.57","100","62.96","50","85.23","20","0","0","12.5","0","52.17","75","75","71.43","87.34","87.84","66.67","37.35","8.33","100","100","16.67","25","50","0","50","50","84.62","65.93","44.44","63.16","60","29.63","54.25","42.86","58.67","75","60","40","75","77.78","100","50","42.86","36.84","36.36","33.33","33.33"
"1","45.83","27.54","28","37.5","66.67","37.5","25","22.22","44.44","50","44.44","100","60","77.08","71.43","0","37.04","50","14.77","80","100","100","87.5","100","47.83","25","25","28.57","12.66","12.16","33.33","62.65","91.67","0","0","83.33","75","50","100","50","50","15.38","34.07","55.56","36.84","40","70.37","45.75","57.14","41.33","25","40","60","25","22.22","0","50","57.14","63.16","63.64","66.67","66.67"
"fs_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","39.06","13.56","10","0","0","16.67","0","7.14","0","0","0","40","40","41.18","28.57","100","80.77","100","15.71","100","50","0","0","0","22.37","22.22","0","83.33","53.12","75.44","0","48.03","0","12.5","0","0","0","50","0","0","0","40","14.38","43.75","20","0","57.89","44.08","81.25","44.95","0","0","0","50","64.71","0","75","71.43","50","75","33.33","66.67"
"3","35.9","67.8","45","20","7.69","50","33.33","14.29","6.67","100","50","20","0","47.06","57.14","0","11.54","0","15.71","0","50","0","33.33","0","35.53","66.67","66.67","16.67","26.56","15.79","100","45.18","50","87.5","100","50","100","50","66.67","50","40","0","45.21","31.25","53.33","40","5.26","23.96","18.75","43.21","50","11.11","11.11","50","23.53","0","25","28.57","25","0","0","33.33"
"4","25.04","18.64","45","80","92.31","33.33","66.67","78.57","93.33","0","50","40","60","11.76","14.29","0","7.69","0","68.57","0","0","100","66.67","100","42.11","11.11","33.33","0","20.31","8.77","0","6.8","50","0","0","50","0","0","33.33","50","60","60","40.41","25","26.67","60","36.84","31.95","0","11.85","50","88.89","88.89","0","11.76","100","0","0","25","25","66.67","0"
"fs_nc_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","51.03","14.75","10","33.33","50","57.14","83.33","11.11","47.06","100","25","0","0","47.22","100","0","3.7","0","7.59",NA,"0","0","0","0","19.05","33.33","75","66.67","29.85","41.27","0","86.14","100","100","100","66.67","0","50","100","50","71.43","33.33","45.86","94.12","50","100","83.33","46.99","88.89","46.86","0","11.11","83.33","100","31.25","50","0","57.14","50","25","33.33","33.33"
"1","48.97","85.25","90","66.67","50","42.86","16.67","88.89","52.94","0","75","100","100","52.78","0","100","96.3","100","92.41",NA,"100","100","100","100","80.95","66.67","25","33.33","70.15","58.73","100","13.86","0","0","0","33.33","100","50","0","50","28.57","66.67","54.14","5.88","50","0","16.67","53.01","11.11","53.14","100","88.89","16.67","0","68.75","50","100","42.86","50","75","66.67","66.67"
"fs_nc_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","92.52","73.68","100","100","38.46","87.5","80","94.44","100","100","100","71.43","90","100","66.67","100","100","100","100","100","100","100","100","100","94.81","90.91","100","75","81.67","96.92","100","90.53","0","100","100","0","100","100","100","50","85.71","88.89","89.77","68.75","57.14","100","100","96.4","93.75","99.66","100","100","100","100","100","50","100","100","100","70",NA,"100"
"1","7.48","26.32","0","0","61.54","12.5","20","5.56","0","0","0","28.57","10","0","33.33","0","0","0","0","0","0","0","0","0","5.19","9.09","0","25","18.33","3.08","0","9.47","100","0","0","100","0","0","0","50","14.29","11.11","10.23","31.25","42.86","0","0","3.6","6.25","0.34","0","0","0","0","0","50","0","0","0","30",NA,"0"
"fs_nc_index3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","54.27","88.71","44","100","100","100","100","100","88.89","100","100","75","80","52.17","85.71","58.33","30.77","100","67.82","100","100","100","100","60","75.29","27.27","33.33","85.71","80.52","4.23","40","60.45","100","22.22","100","100","100","100","100","50","85.71","66.67","56.1","77.78","94.74","100","29.17","31.58","5.56","40.5","100","70","100","0","27.78","50","75","40","21.05","0","100","33.33"
"1","45.73","11.29","56","0","0","0","0","0","11.11","0","0","25","20","47.83","14.29","41.67","69.23","0","32.18","0","0","0","0","40","24.71","72.73","66.67","14.29","19.48","95.77","60","39.55","0","77.78","0","0","0","0","0","50","14.29","33.33","43.9","22.22","5.26","0","70.83","68.42","94.44","59.5","0","30","0","100","72.22","50","25","60","78.95","100","0","66.67"
"education_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","80.04","68.97","64","81.25","73.33","50","100","68.75","77.78","87.5","66.67","88.89","93.33","100","71.43","8.33","29.63","50","86.36","100","100","100","87.5","60","88.89","66.67","50","83.33","81.01","85.51","50","81.94","91.67","55.56","50","66.67","100","75","33.33","100","87.5","54.55","84.53","61.11","84.21","60","85.19","83.61","75","76.79","37.5","80","70","100","64.71","100","25","71.43","94.74","80","66.67","100"
"1","15.29","22.41","20","18.75","6.67","50","0","25","16.67","12.5","33.33","0","6.67","0","28.57","83.33","66.67","50","7.95","0","0","0","0","0","8.89","33.33","25","16.67","17.72","14.49","50","13.46","0","44.44","50","33.33","0","25","0","0","0","45.45","12.15","22.22","15.79","40","14.81","9.5","20","20.83","12.5","20","30","0","35.29","0","75","14.29","0","10","0","0"
"3","4.67","8.62","16","0","20","0","0","6.25","5.56","0","0","11.11","0","0","0","8.33","3.7","0","5.68","0","0","0","12.5","40","2.22","0","25","0","1.27","0","0","4.6","8.33","0","0","0","0","0","66.67","0","12.5","0","3.31","16.67","0","0","0","6.89","5","2.38","50","0","0","0","0","0","0","14.29","5.26","10","33.33","0"
"education_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","79.58","64.91","60","81.25","93.33","50","100","87.5","83.33","100","66.67","88.89","93.33","97.92","71.43","33.33","33.33","50","90.91","100","100","100","100","80","87.78","50","75","71.43","81.01","81.16","66.67","80.85","100","55.56","50","83.33","75","33.33","66.67","100","100","81.82","85.71","55.56","89.47","60","85.19","81.47","75","74.03","62.5","80","40","75","58.82","100","50","57.14","94.74","81.82","100","83.33"
"1","15.35","26.32","20","6.25","6.67","50","0","6.25","11.11","0","33.33","0","6.67","0","28.57","66.67","62.96","50","7.95","0","0","0","0","0","12.22","41.67","25","28.57","17.72","14.49","33.33","13.85","0","44.44","50","16.67","0","66.67","0","0","0","18.18","12.09","22.22","10.53","40","11.11","12.11","20","19.7","12.5","10","60","25","35.29","0","50","14.29","0","0","0","0"
"3","5.08","8.77","20","12.5","0","0","0","6.25","5.56","0","0","11.11","0","2.08","0","0","3.7","0","1.14","0","0","0","0","20","0","8.33","0","0","1.27","4.35","0","5.3","0","0","0","0","25","0","33.33","0","0","0","2.2","22.22","0","0","3.7","6.41","5","6.27","25","10","0","0","5.88","0","0","28.57","5.26","18.18","0","16.67"
"education_nc_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","90.29","89.86","96","81.25","93.33","100","100","94.44","88.89","100","88.89","100","93.33","95.83","85.71","58.33","88.89","100","84.09","100","100","100","87.5","100","57.95","91.67","100","100","73.42","95.95","100","91.5","100","100","100","100","100","50","100","100","87.5","84.62","92.78","100","94.74","100","96.3","90.68","100","96.42","87.5","70","100","100","61.11","100","100","100","94.74","72.73","100","100"
"1","9.71","10.14","4","18.75","6.67","0","0","5.56","11.11","0","11.11","0","6.67","4.17","14.29","41.67","11.11","0","15.91","0","0","0","12.5","0","42.05","8.33","0","0","26.58","4.05","0","8.5","0","0","0","0","0","50","0","0","12.5","15.38","7.22","0","5.26","0","3.7","9.32","0","3.58","12.5","30","0","0","38.89","0","0","0","5.26","27.27","0","0"
"education_nc_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","94.93","83.87","92","92.86","100","100","100","100","94.12","100","75","100","100","100","100","87.5","92.31","100","87.84","100","100","90","100","100","100","81.82","100","100","97.18","87.32","83.33","96.9","58.33","100","100","100","100","100","66.67","100","100","90.91","94.71","83.33","100","100","96.15","96.99","100","94.05","100","100","90","25","90.91","100","100","85.71","100","100","100","100"
"0","5.07","16.13","8","7.14","0","0","0","0","5.88","0","25","0","0","0","0","12.5","7.69","0","12.16","0","0","10","0","0","0","18.18","0","0","2.82","12.68","16.67","3.1","41.67","0","0","0","0","0","33.33","0","0","9.09","5.29","16.67","0","0","3.85","3.01","0","5.95","0","0","10","75","9.09","0","0","14.29","0","0","0","0"
"education_nc_index3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","78.63","68.75","75","63.64","50","100","57.14","87.5","35.71","85.71","100","100","85.71","92.68","33.33","87.5","92.31","75","88.89","100","0","80","62.5","100","71.08","88.89","75","100","91.89","83.33","50","78.94","100","100","0","0","100","100","100","100","100","90","55.97","20","64.29","0","91.3","87.25","75","81.17","60","28.57","50","33.33","94.44","100","50","16.67","64.29","100","100","50"
"0","21.37","31.25","25","36.36","50","0","42.86","12.5","64.29","14.29","0","0","14.29","7.32","66.67","12.5","7.69","25","11.11","0","100","20","37.5","0","28.92","11.11","25","0","8.11","16.67","50","21.06","0","0","100","100","0","0","0","0","0","10","44.03","80","35.71","100","8.7","12.75","25","18.83","40","71.43","50","66.67","5.56","0","50","83.33","35.71","0","0","50"
"education_nc_index4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","81.85","73.02","87.5","100","93.33","100","100","100","92.31","87.5","100","100","100","81.82","40","87.5","88.46","100","90.36","100","0","62.5","75","75","67.86","85.71","75","100","94.74","85.48","50","83.23","100","100","0","20","100","100","100","100","100","100","56.05","30.77","100","100","84","90.05","75","78.53","100","100","100","0","94.44","100","0","0","56.25","87.5","100","50"
"0","18.15","26.98","12.5","0","6.67","0","0","0","7.69","12.5","0","0","0","18.18","60","12.5","11.54","0","9.64","0","100","37.5","25","25","32.14","14.29","25","0","5.26","14.52","50","16.77","0","0","100","80","0","0","0","0","0","0","43.95","69.23","0","0","16","9.95","25","21.47","0","0","0","100","5.56","0","100","100","43.75","12.5","0","50"
"education_nc_index5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
